,Unnamed: 0,id,fighter_name,total_wins,total_losses,total_draws,total_nc,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,td_acc.1,sub_avg
719,720,2244d9a2b64b8c3b,Hannah Cifers,10,7,0,0,"5'1""",115,"62""",Orthodox,6/26/1992,4.99,44%,5.39,52%,0.26,100%,64%,100%,0.3
720,721,26e3f3928b1891d9,Hannah Goldy,5,1,0,0,"5'4""",125,"61""",Orthodox,5/18/1992,6.53,46%,3.9,55%,0.0,0%,66%,0%,0.0
724,725,ef7fa30364cbe7f2,Hatsu Hioki,29,10,2,0,"5'11""",145,"73""",Orthodox,7/18/1983,2.42,42%,2.12,65%,2.55,56%,54%,56%,0.6
726,727,7450525c7ba032a0,Heath Herring,28,16,0,1,"6'4""",250,"78""",Orthodox,3/02/1978,2.37,50%,1.77,54%,1.22,50%,32%,50%,0.7
727,728,dd4c16777fb2ccf9,Heather Clark,7,6,0,0,"5'6""",115,"64""",Orthodox,9/19/1980,3.69,49%,5.62,50%,0.33,4%,80%,4%,0.3
728,729,c487223b0289bda9,Hector Aldana,4,3,0,0,"5'11""",170,"72""",Orthodox,8/17/1988,3.59,38%,5.08,59%,0.93,100%,0%,100%,0.0
729,730,db1f2ed63b54b9a7,Hector Lombard,34,10,1,2,"5'9""",185,"71""",Southpaw,2/02/1978,3.02,46%,3.35,53%,1.69,48%,77%,48%,0.5
731,732,449c890bd90f3374,Hector Sandoval,14,4,0,0,"5'2""",125,"64""",Orthodox,7/19/1986,3.31,52%,2.33,65%,3.49,25%,71%,25%,1.4
732,733,4b8fb0453a596b8e,Hector Urbina,17,10,1,0,"5'11""",170,"73""",Orthodox,9/17/1987,0.97,38%,2.44,39%,0.0,0%,38%,0%,3.8
733,734,1897b7b913736a7c,Heili Alateng,14,8,1,0,"5'5""",135,"66""",Orthodox,12/14/1991,2.87,32%,5.82,57%,2.33,35%,100%,35%,0.0
734,735,b0bd0c5425668b8f,Henrique da Silva,14,5,0,0,"6'3""",205,"76""",Orthodox,9/01/1989,3.89,60%,5.28,40%,0.25,14%,22%,14%,0.2
735,736,01fcef7e3d051722,Henry Briones,16,8,1,0,"5'8""",135,"69""",Orthodox,10/22/1980,3.47,42%,4.68,53%,0.0,0%,52%,0%,0.6
736,737,056c493bbd76a918,Henry Cejudo,16,2,0,0,"5'4""",135,"64""",Orthodox,2/09/1987,3.92,45%,2.77,65%,2.12,33%,93%,33%,0.2
737,738,76729a829623e266,Henry Martinez,9,4,0,0,"5'7""",155,"69""",Southpaw,8/07/1983,2.79,25%,4.01,60%,0.0,0%,80%,0%,0.0
738,739,4f140403000158b5,Herbert Burns,11,3,0,0,"5'9""",145,"73""",Orthodox,2/02/1988,1.67,45%,5.02,33%,4.64,83%,75%,83%,2.8
739,740,e0ec3c3b6b611f7e,Hermes Franca,24,17,0,1,"5'6""",155,"71""",Orthodox,8/26/1974,1.78,39%,2.85,55%,1.53,36%,37%,36%,2.4
741,742,634e2fb70bde3fd5,Holly Holm,14,5,0,0,"5'8""",135,"69""",Southpaw,10/17/1981,3.16,38%,2.8,57%,0.81,30%,76%,30%,0.1
743,744,0541480fbf719d86,Houston Alexander,17,15,1,2,"6'0""",205,"72""",Orthodox,3/22/1972,3.06,54%,3.2,52%,1.19,57%,33%,57%,0.0
745,746,f1175ea3aafbf351,Hu Yaozong,3,2,0,0,"6'3""",205,"72""",Orthodox,4/07/1995,4.43,52%,5.23,38%,0.0,0%,0%,0%,0.7
747,748,f95381efb3051d81,Hugo Viana,8,4,0,0,"5'6""",135,"67""",Orthodox,9/26/1982,3.05,38%,3.2,57%,0.22,6%,50%,6%,0.0
748,749,2c2caf2f2bab9df5,Humberto Bandenay,14,7,0,1,"5'11""",145,"71""",Southpaw,9/04/1994,2.22,41%,4.79,41%,2.9,46%,62%,46%,0.5
749,750,2af2f2e26c4c0402,Hunter Azure,9,1,0,0,"5'8""",145,"69""",Orthodox,3/02/1992,4.17,52%,1.99,62%,2.52,45%,76%,45%,1.4
750,751,203c957eac95dd87,Hyun Gyu Lim,13,7,1,0,"6'3""",170,"77""",Orthodox,1/16/1985,4.45,41%,5.07,51%,0.23,100%,73%,100%,0.2
753,754,2e585c701f72fe55,Ian Heinisch,14,4,0,0,"5'11""",185,"72""",Orthodox,8/05/1988,3.28,50%,2.79,58%,1.13,18%,60%,18%,0.8
755,756,701e057d63c124d9,Ian McCall,13,5,1,0,"5'5""",125,"64""",Orthodox,5/07/1984,3.59,39%,3.25,67%,2.08,30%,88%,30%,0.0
757,758,dbea8c1cb327ab3d,Igor Araujo,25,9,0,1,"6'1""",170,"77""",Orthodox,12/06/1980,1.52,42%,2.86,49%,0.86,15%,22%,15%,0.6
758,759,53278852bcd91e11,Igor Pokrajac,28,13,0,1,"6'0""",205,"74""",Orthodox,1/02/1979,2.25,45%,4.26,40%,0.87,29%,51%,29%,0.2
760,761,f9d0cae37dabfafc,Ike Villanueva,17,11,0,0,"6'1""",225,"73""",Orthodox,4/04/1984,3.62,40%,6.93,37%,0.0,0%,0%,0%,0.0
762,763,7c6e87729e824ef4,Ildemar Alcantara,21,11,0,0,"6'2""",185,"78""",Orthodox,11/18/1982,1.93,38%,2.63,50%,2.0,68%,81%,68%,0.9
763,764,54f64b5e283b0ce7,Ilia Topuria,10,0,0,0,"5'7""",145,"69""",Orthodox,1/21/1997,2.5,45%,1.87,68%,4.25,55%,100%,55%,4.2
764,765,14aa21bc82cac57d,Iliarde Santos,30,13,1,1,"5'5""",125,"67""",Orthodox,9/25/1980,3.0,30%,6.1,57%,1.66,23%,83%,23%,0.0
765,766,e9a3aeb207578eea,Ilir Latifi,15,8,0,1,"5'10""",205,"73""",Orthodox,7/28/1983,2.01,40%,2.84,56%,2.02,32%,100%,32%,0.4
766,767,257b0c8d6f199895,Impa Kasanganay,8,1,0,0,"5'11""",185,"75""",Orthodox,1/17/1994,5.36,49%,3.52,60%,1.44,83%,63%,83%,0.0
767,768,43a59ce3bb40449e,Inoue Mizuki,14,6,0,0,"5'3""",125,"65""",Orthodox,8/19/1994,5.0,50%,6.87,48%,0.0,0%,66%,0%,0.0
768,769,cd13728ae1151f46,Ion Cutelaba,15,6,0,1,"6'1""",205,"75""",Southpaw,12/14/1993,5.1,39%,3.37,48%,2.41,71%,80%,71%,0.0
769,770,578ef12674df1e6a,Irene Aldana,12,6,0,0,"5'9""",135,"68""",Orthodox,3/26/1988,5.52,38%,5.97,61%,0.23,50%,84%,50%,0.1
770,771,06a80a685ea98573,Irwin Rivera,10,6,0,0,"5'6""",135,"67""",Southpaw,2/14/1989,3.36,44%,5.07,57%,1.0,16%,70%,16%,0.0
771,772,c295de4e10acd4c9,Isaac Vallie-Flagg,16,7,1,0,"5'8""",155,"70""",Orthodox,4/08/1978,5.56,47%,5.6,45%,0.2,12%,58%,12%,0.0
772,773,e0f959f65d0406b4,Isabela de Padua,5,2,0,0,"5'3""",125,"64""",Orthodox,9/04/1991,1.0,35%,2.07,50%,2.0,66%,0%,66%,1.0
773,774,275aca31f61ba28c,Islam Makhachev,19,1,0,0,"5'10""",155,"70""",Southpaw,10/27/1991,2.0,56%,0.77,70%,3.46,68%,93%,68%,1.0
774,775,6a96ad1bc34fb113,Ismail Naurdiev,19,4,0,0,"5'10""",170,"74""",Orthodox,8/18/1996,3.17,52%,1.3,68%,1.25,71%,70%,71%,0.2
775,776,1338e2c7480bdf9e,Israel Adesanya,20,1,0,0,"6'4""",185,"80""",Switch,7/22/1989,3.95,49%,2.63,61%,0.0,0%,82%,0%,0.3
776,777,57bf89d42364d39e,Issei Tamura,10,8,0,0,"5'5""",135,"63""",Orthodox,3/12/1984,1.89,53%,4.58,44%,0.92,25%,33%,25%,0.0
777,778,2f95a3c6d58b2aad,Iuri Alcantara,35,10,0,1,"5'9""",135,"71""",Southpaw,8/04/1980,2.72,45%,2.79,49%,1.44,62%,60%,62%,0.8
778,779,19db7ac26308178f,Ivan Jorge,27,7,0,0,"5'9""",155,"73""",Orthodox,11/07/1980,3.41,49%,2.91,59%,1.56,16%,75%,16%,0.6
779,780,5755960ebd0b16f6,Ivan Menjivar,25,12,0,0,"5'6""",145,"64""",Orthodox,5/30/1982,2.78,37%,2.76,65%,0.56,28%,38%,28%,1.0
784,785,6fd953151d981979,JJ Aldrich,9,4,0,0,"5'5""",125,"67""",Southpaw,9/29/1992,3.76,41%,4.55,61%,0.8,40%,57%,40%,0.0
785,786,7a703c565ccaa18f,Jacare Souza,26,9,0,1,"6'1""",185,"72""",Orthodox,12/07/1979,2.53,46%,2.85,62%,2.55,39%,60%,39%,1.4
786,787,0a1942069c9ad6b6,Jack Hermansson,21,6,0,0,"6'1""",185,"77""",Orthodox,6/10/1988,5.03,44%,3.46,54%,1.96,34%,75%,34%,0.7
787,788,045f25b3a4c08e81,Jack Marshman,23,10,0,0,"6'0""",185,"73""",Orthodox,12/19/1989,2.74,25%,4.19,56%,0.0,0%,20%,0%,0.0
790,791,b8a85389d115e35a,Jack Shore,13,0,0,0,"5'8""",135,"71""",Orthodox,2/06/1995,3.69,54%,0.59,76%,5.16,46%,0%,46%,1.5
791,792,637bd06c32219f0b,Jacob Kilburn,8,4,0,0,"5'9""",145,"72""",Orthodox,6/28/1995,2.56,33%,6.78,35%,0.51,5%,20%,5%,0.5
792,793,d4270315cbcf2569,Jacob Malkoun,4,1,0,0,"5'9""",185,"73""",Orthodox,8/26/1995,0.0,0%,23.33,36%,0.0,0%,0%,0%,0.0
793,794,6f81b6de2557739a,Jacob Volkmann,19,7,0,0,"5'9""",155,"71""",Southpaw,9/05/1980,1.19,34%,1.78,52%,3.19,48%,52%,48%,2.0
794,795,4c88a1db5a46c6a4,Jai Herbert,10,2,0,0,"6'1""",155,"77""",Orthodox,5/13/1988,1.83,30%,2.61,48%,0.0,0%,33%,0%,0.0
795,796,2cd428e9606856fd,Jairzinho Rozenstruik,11,2,0,0,"6'4""",242,"78""",Orthodox,3/17/1988,3.14,48%,3.48,39%,0.0,0%,80%,0%,0.0
796,797,92fa1401b7927da3,Jake Collier,12,5,0,0,"6'3""",230,"78""",Orthodox,10/25/1988,4.92,41%,4.09,53%,0.57,23%,67%,23%,0.4
797,798,d81ac739417d7f53,Jake Ellenberger,31,15,0,0,"5'9""",170,"71""",Orthodox,3/28/1985,2.47,39%,2.83,60%,2.04,47%,86%,47%,0.4
798,799,e57fdbea1b828202,Jake Hecht,11,4,0,0,"6'0""",170,"73""",Orthodox,2/09/1984,3.26,47%,2.76,56%,2.04,37%,40%,37%,0.0
800,801,a845f0735bc67405,Jake Matthews,17,5,0,0,"5'11""",170,"73""",Orthodox,8/19/1994,3.03,44%,2.16,61%,1.93,41%,66%,41%,0.6
801,802,20bcc9966affb19c,Jake O'Brien,15,4,0,0,"6'3""",205,"76""",Orthodox,9/25/1984,1.31,31%,1.92,69%,6.39,54%,25%,54%,0.2
803,804,fe435e440b5de0ff,Jake Shields,31,9,1,1,"6'0""",170,"72""",Orthodox,1/09/1979,2.45,36%,1.8,56%,2.83,29%,35%,29%,1.2
804,805,4d8fa64202cee4c1,Jalin Turner,10,5,0,0,"6'3""",155,"77""",Southpaw,5/18/1995,6.2,47%,4.37,45%,0.71,66%,78%,66%,1.8
805,806,5444c5a201d3ee5a,Jamahal Hill,7,0,0,2,"6'4""",205,"79""",Southpaw,5/19/1991,7.9,52%,3.15,49%,0.0,0%,53%,0%,0.0
806,807,e00a3dee329a51f7,Jamall Emmers,18,5,0,0,"5'10""",145,"74""",Orthodox,7/24/1989,5.75,52%,4.65,54%,2.9,53%,100%,53%,0.0
807,808,984d15d5dc7bfcf9,James Bochnovic,8,3,0,0,"6'4""",205,"81""",Orthodox,2/13/1989,0.65,26%,3.64,21%,0.0,0%,0%,0%,0.0
810,811,19a8cce18a1cef9e,James Head,9,4,0,0,"6'1""",170,"73""",Orthodox,2/09/1984,2.75,48%,3.11,49%,0.41,100%,66%,100%,0.8
811,812,a7f4d0902bb64092,James Irvin,17,10,0,2,"6'2""",205,"75""",Orthodox,9/12/1978,2.03,48%,3.86,35%,0.0,0%,36%,0%,0.5
812,813,8f6a18831a120817,James Krause,28,9,0,0,"6'2""",170,"73""",Orthodox,6/04/1986,4.79,49%,4.11,61%,0.96,18%,59%,18%,0.9
814,815,cac08b8685387ca5,James McSweeney,15,15,0,0,"6'4""",230,"77""",Switch,10/24/1980,3.94,55%,4.33,42%,0.52,33%,100%,33%,1.1
815,816,c06a9b48d4132c8e,James Moontasri,9,5,0,0,"5'10""",170,"71""",Switch,4/10/1988,2.39,48%,3.86,40%,0.0,0%,79%,0%,0.2
816,817,8d5350fa18b79e9a,James Mulheron,11,2,0,0,"5'10""",243,"73""",Orthodox,2/20/1988,2.4,31%,3.47,42%,0.0,0%,25%,0%,0.0
817,818,f5431394fb284bb9,James Te Huna,16,9,0,0,"6'2""",185,"75""",Orthodox,9/29/1981,4.04,51%,2.99,62%,2.75,37%,58%,37%,0.2
819,820,6256b2b1562cb8e1,James Vick,13,5,0,0,"6'3""",155,"76""",Orthodox,2/23/1987,4.13,39%,3.31,60%,0.26,33%,57%,33%,0.7
820,821,852454c572675334,James Wilks,7,4,0,0,"6'1""",170,"75""",Orthodox,5/04/1978,1.82,45%,2.03,50%,1.27,22%,66%,22%,3.8
822,823,f0fad0e9f3b65752,Jamey Simmons,7,3,0,0,"5'6""",145,"70""",Orthodox,9/11/1992,0.52,50%,2.08,50%,0.0,0%,100%,0%,0.0
823,824,882d62561063a927,Jamie Moyle,4,3,0,0,"5'1""",115,"65""",Orthodox,3/17/1989,4.51,51%,4.0,65%,1.0,21%,50%,21%,0.0
824,825,af9f42e6894047fc,Jamie Mullarkey,12,4,0,0,"6'0""",155,"74""",Orthodox,8/17/1994,1.87,33%,4.6,42%,4.0,30%,66%,30%,0.5
825,826,830f60497fab345a,Jamie Pickett,11,5,0,0,"6'2""",185,"80""",Orthodox,8/29/1988,2.84,55%,4.84,46%,1.48,40%,37%,40%,0.4
826,827,a54fc2d6fc224dc3,Jamie Varner,21,11,1,2,"5'8""",155,"71""",Orthodox,10/12/1984,2.92,34%,2.55,58%,3.49,53%,66%,53%,0.8
828,829,99df7d0a2a08a8a8,Jan Blachowicz,28,8,0,0,"6'2""",205,"78""",Orthodox,2/24/1983,3.59,49%,2.79,53%,1.18,53%,65%,53%,0.2
829,830,13a0275fa13c4d26,Jared Cannonier,13,5,0,0,"5'11""",185,"77""",Switch,3/16/1984,3.7,52%,3.09,64%,0.16,33%,54%,33%,0.0
830,831,c730a0be691dc081,Jared Gooden,17,5,0,0,"6'0""",170,"77""",Orthodox,12/05/1993,6.67,47%,11.2,49%,1.0,100%,100%,100%,0.0
831,832,7026eca45f65377b,Jared Gordon,17,4,0,0,"5'9""",145,"68""",Orthodox,9/06/1988,5.54,56%,3.22,60%,2.81,39%,55%,39%,0.0
832,833,23459ee7e373b98f,Jared Hamman,14,6,0,0,"6'3""",185,"75""",Orthodox,3/07/1982,5.15,42%,3.93,55%,1.57,46%,30%,46%,0.0
833,834,edad57b3dddf2168,Jared Papazian,20,13,0,1,"5'8""",135,"67""",Southpaw,2/01/1988,3.33,39%,3.81,44%,0.0,0%,50%,0%,0.0
835,836,91ea901c458e95dd,Jared Rosholt,14,4,0,0,"6'2""",265,"75""",Orthodox,8/04/1986,2.08,46%,1.52,59%,1.83,41%,66%,41%,0.1
836,837,2b68d9f125d07b42,Jared Vanderaa,11,5,0,0,"6'4""",260,"80""",Orthodox,5/12/1992,2.75,52%,5.19,33%,1.15,100%,0%,100%,0.0
837,838,8614b7134913f5d5,Jarjis Danho,6,1,1,1,"6'3""",265,"74""",Orthodox,10/15/1983,3.39,48%,5.77,47%,0.57,20%,100%,20%,0.0
838,839,81d9df19e255b8b6,Jarred Brooks,13,2,0,0,"5'3""",125,"62""",Switch,5/02/1993,2.12,46%,1.66,62%,4.54,57%,69%,57%,0.6
840,841,497ba5b12a4bfc47,Jason Brilz,22,6,1,0,"5'11""",205,"71""",Orthodox,7/07/1975,2.66,40%,1.78,65%,2.37,25%,25%,25%,1.3
841,842,a6fd2173d5e2d7f0,Jason Day,19,12,0,0,"6'0""",185,"72""",Orthodox,5/19/1981,3.61,54%,3.46,47%,1.13,100%,0%,100%,0.0
843,844,fa8b9e6b0c2269f8,Jason Dent,22,13,0,0,"5'10""",155,"71""",Orthodox,6/12/1980,2.01,39%,3.7,62%,0.0,0%,26%,0%,1.4
846,847,e45cfa47f504033a,Jason Gonzalez,11,5,0,0,"6'2""",155,"74""",Southpaw,2/28/1990,3.06,39%,3.13,58%,0.0,0%,30%,0%,1.0
847,848,e5d03e4d966126bd,Jason High,21,6,0,0,"5'8""",155,"73""",Southpaw,10/12/1981,1.28,42%,1.56,48%,2.36,63%,37%,63%,2.8
848,849,bb1a2cdad6ff34db,Jason Knight,20,5,0,0,"5'10""",145,"71""",Orthodox,7/14/1992,2.95,33%,3.02,51%,1.31,31%,47%,31%,1.7
849,850,5be86bb2f78fef2f,Jason Lambert,26,13,0,0,"6'3""",185,"75""",Orthodox,6/03/1975,3.21,58%,1.84,50%,1.35,36%,28%,36%,2.4
850,851,2be6596a9db33bf5,Jason MacDonald,25,16,0,0,"6'3""",185,"80""",Orthodox,6/03/1975,1.55,52%,2.7,46%,1.43,16%,35%,16%,2.0
854,855,4ac1ecf8ce59ef23,Jason Saggo,12,4,0,0,"5'11""",155,"71""",Orthodox,11/23/1985,2.5,39%,2.94,52%,2.33,40%,23%,40%,0.0
858,859,5f3805dda9661cba,Jason Witt,18,7,0,0,"5'10""",170,"70""",Orthodox,11/07/1986,3.16,65%,2.68,29%,3.65,50%,0%,50%,1.8
859,860,f59e9e49ef85b469,Jason Young,9,6,0,0,"5'9""",145,"73""",Orthodox,6/28/1986,2.97,37%,3.2,50%,1.98,66%,55%,66%,0.0
860,861,be5cfd73617a5b1a,Javier Vazquez,16,5,0,0,"5'7""",145,"69""",Southpaw,7/16/1977,2.43,36%,1.99,72%,2.56,52%,57%,52%,1.5
862,863,5bb0a618ad03ac64,Jay Hieron,23,7,0,0,"6'0""",170,"75""",Orthodox,7/29/1976,1.66,32%,1.89,61%,4.05,60%,66%,60%,1.0
865,866,a8ea84cbe1655f0a,Jeff Curran,36,18,1,0,"5'6""",135,"69""",Orthodox,9/02/1977,1.54,31%,2.48,60%,0.35,12%,35%,12%,1.2
866,867,97a8f39186f489db,Jeff Hougland,10,6,0,0,"5'7""",135,"68""",Orthodox,8/02/1978,1.86,48%,3.46,47%,0.86,18%,0%,18%,1.1
867,868,6a11e325aa60ad02,Jeff Hughes,10,4,0,1,"6'2""",250,"77""",Orthodox,5/17/1988,3.95,51%,3.67,60%,0.71,50%,45%,50%,0.0
869,870,cbfd1d34356a004c,Jeff Monson,60,26,1,0,"5'9""",247,"74""",Orthodox,1/18/1971,0.97,30%,2.87,59%,1.06,12%,66%,12%,0.7
871,872,ec664422b22d9787,Jenel Lausa,7,5,0,0,"5'5""",125,"68""",Orthodox,8/01/1988,1.44,42%,3.53,53%,0.55,66%,51%,66%,0.8
872,873,8e1f36476ef02a6a,Jennifer Maia,18,6,1,0,"5'4""",125,"64""",Orthodox,10/06/1988,3.34,39%,3.52,52%,0.34,50%,56%,50%,0.2
873,874,44260175069b6276,Jens Pulver,27,19,1,0,"5'7""",145,"70""",Southpaw,12/06/1974,2.12,37%,3.13,56%,0.22,33%,63%,33%,0.3
874,875,8d26912cd2aeb366,Jeremy Horn,91,22,5,1,"6'1""",185,"74""",Orthodox,8/25/1975,1.19,39%,1.99,55%,1.83,38%,29%,38%,1.1
876,877,68f6e96c5fa6e044,Jeremy Kennedy,11,1,0,0,"5'11""",145,"71""",Orthodox,9/16/1992,2.22,46%,2.58,47%,5.73,52%,66%,52%,0.0
877,878,917a5cb9821df261,Jeremy Kimball,15,8,0,0,"6'0""",205,"72""",Switch,1/03/1991,2.81,46%,3.84,49%,1.41,20%,50%,20%,0.0
878,879,c3bd649a9194e50c,Jeremy Larsen,8,5,0,0,"5'10""",145,"70""",Orthodox,5/18/1984,4.87,48%,5.75,57%,2.49,33%,0%,33%,0.0
879,880,18968f97ad34f15c,Jeremy Stephens,28,18,0,1,"5'9""",145,"71""",Orthodox,5/25/1986,3.18,40%,3.06,58%,1.16,38%,65%,38%,0.4
881,882,c9587d81e1d33925,Jerome Rivera,10,5,0,0,"5'10""",145,"72""",Southpaw,4/22/1995,3.08,34%,2.47,51%,0.0,0%,40%,0%,0.0
882,883,12f1b140e248bdb9,Jerrod Sanders,16,3,0,1,"5'8""",135,"72""",Orthodox,10/01/1979,0.88,64%,1.14,46%,2.2,33%,50%,33%,1.6
884,885,a8aba6fd8a463043,Jess Liaudin,20,11,0,0,"5'9""",170,"72""",Orthodox,"--,",2.46,51%,2.76,41%,3.28,53%,30%,53%,1.6
885,886,a7ddae0be8b78147,Jessamyn Duke,3,5,0,1,"5'11""",135,"73""",Orthodox,6/24/1986,4.83,53%,4.43,57%,1.27,36%,50%,36%,1.9
887,888,947eccadb72f4f6f,Jesse Forbes,15,5,0,0,"6'2""",185,"75""",Southpaw,10/24/1984,2.11,24%,4.06,53%,1.79,75%,66%,75%,1.2
888,889,3ae10ac4df3df05c,Jesse Lennox,14,4,0,0,"5'9""",170,"72""",Orthodox,3/10/1982,2.69,32%,3.2,64%,1.22,66%,63%,66%,0.3
889,890,5580771f383e141f,Jesse Ronson,21,10,0,1,"5'10""",170,"70""",Southpaw,12/24/1985,3.54,49%,2.99,59%,0.63,40%,61%,40%,0.6
891,892,dd992d569aaebee6,Jesse Taylor,31,15,0,0,"6'0""",170,"73""",Orthodox,1/02/1983,1.94,65%,0.55,38%,7.28,50%,100%,50%,3.1
892,893,8f382b3baa954d2a,Jessica Aguilar,20,8,0,0,"5'3""",115,"63""",Orthodox,5/08/1982,4.93,50%,7.19,53%,0.94,25%,50%,25%,0.2
893,894,6a1901c62ab3870f,Jessica Andrade,21,8,0,0,"5'1""",115,"62""",Orthodox,9/25/1991,6.38,49%,5.26,53%,3.11,57%,76%,57%,0.4
894,895,f72465a784c1b084,Jessica Eye,15,9,0,1,"5'6""",125,"66""",Orthodox,7/27/1986,3.76,37%,4.01,55%,0.45,40%,57%,40%,0.5
895,896,c742287ed86a09bc,Jessica Penne,12,6,0,0,"5'5""",115,"67""",Orthodox,1/30/1983,2.46,33%,4.73,48%,1.58,25%,20%,25%,0.6
897,898,6c8072b61c276e67,Jessica-Rose Clark,10,6,0,1,"5'5""",125,"64""",Orthodox,11/28/1987,4.68,51%,3.98,60%,1.01,55%,73%,55%,0.4
898,899,6eaec40f724852f4,Jessin Ayari,16,6,0,0,"6'0""",155,"73""",Orthodox,5/31/1992,3.53,37%,3.59,58%,0.0,0%,50%,0%,0.3
900,901,a20f234df70f2182,Ji Yeon Kim,9,3,2,0,"5'7""",125,"72""",Orthodox,10/18/1989,4.5,34%,4.94,57%,0.0,0%,42%,0%,0.0
902,903,fe5a9547479396ab,Jim Alers,13,3,0,1,"5'9""",145,"71""",Orthodox,10/14/1986,2.9,40%,4.38,56%,2.26,41%,80%,41%,0.3
903,904,d1941565abf50b16,Jim Miller,32,15,0,1,"5'8""",155,"71""",Southpaw,8/30/1983,2.73,40%,2.99,59%,1.69,43%,46%,43%,1.9
906,907,1e1dbd1cc5a7469e,Jimi Manuwa,17,6,0,0,"6'1""",205,"79""",Orthodox,2/18/1980,3.43,54%,3.97,49%,0.53,18%,70%,18%,0.4
907,908,9c907996820d2d69,Jimmie Rivera,23,5,0,0,"5'4""",135,"68""",Orthodox,6/29/1989,4.03,40%,3.9,60%,0.88,27%,92%,27%,0.1
908,909,70e1f8a821b72c8b,Jimmy Crute,12,1,0,0,"6'2""",205,"74""",Orthodox,3/04/1996,4.36,57%,2.31,54%,4.33,75%,60%,75%,2.4
909,910,09e62c450e754913,Jimmy Flick,16,5,0,0,"5'7""",125,"68""",Orthodox,9/07/1990,1.99,58%,2.3,50%,1.81,50%,0%,50%,7.2
911,912,893d51aaf024eddd,Jimy Hettes,11,3,0,0,"5'9""",145,"71""",Southpaw,6/09/1987,3.47,57%,3.5,57%,5.2,44%,61%,44%,1.4
912,913,7c9c6a884be167fe,Jin Soo Son,9,4,0,0,"5'6""",135,"69""",Orthodox,4/01/1993,5.1,36%,7.63,52%,1.5,25%,100%,25%,0.0
913,914,d05cb1e8d1b885d8,Jinh Yu Frey,10,6,0,0,"5'3""",115,"65""",Southpaw,5/20/1985,1.79,40%,3.35,44%,1.06,42%,83%,42%,0.7
914,915,009341ed974bad72,Jiri Prochazka,27,3,1,0,"6'3""",205,"80""",Orthodox,10/14/1992,5.67,45%,7.05,55%,0.0,0%,100%,0%,0.0
915,916,2d447cc91bdaa545,Joachim Christensen,14,6,0,0,"6'3""",205,"76""",Orthodox,11/07/1978,3.78,41%,3.29,46%,0.0,0%,0%,0%,0.0
916,917,3d6749c4267da18f,Joanna Jedrzejczyk,16,4,0,0,"5'6""",115,"65""",Orthodox,8/18/1987,6.3,48%,3.08,64%,0.28,62%,81%,62%,0.1
917,918,12f91bfa8f1f723b,Joanne Calderwood,15,5,0,0,"5'6""",125,"65""",Orthodox,12/23/1985,6.59,49%,4.4,53%,1.8,55%,58%,55%,0.5
921,922,ae7fe94f117f98cf,Joaquim Silva,11,3,0,0,"5'8""",155,"69""",Southpaw,2/05/1989,3.92,37%,4.43,56%,0.24,50%,64%,50%,0.7
922,923,b9437600497350f3,Joaquin Buckley,12,4,0,0,"5'10""",185,"76""",Southpaw,4/27/1994,4.58,36%,5.46,51%,0.6,16%,100%,16%,0.0
923,924,b12fc8a41e82d3a2,Joby Sanchez,11,4,0,0,"5'6""",135,"68""",Orthodox,6/24/1991,3.22,36%,2.82,63%,0.95,71%,51%,71%,0.4
924,925,1a98c9dbb7fc3959,Jocelyn Jones-Lybarger,6,4,0,0,"5'7""",115,"64""",Orthodox,10/04/1985,2.96,31%,4.83,56%,0.34,25%,81%,25%,0.0
925,926,411539901068522f,Jodie Esquibel,6,6,0,0,"5'1""",115,"64""",Orthodox,5/07/1986,4.1,31%,7.37,52%,0.75,21%,83%,21%,0.0
928,929,dbaaf42313af90fa,Joe Doerksen,51,16,0,0,"6'0""",185,"75""",Orthodox,10/09/1977,1.43,42%,2.79,50%,2.02,33%,33%,33%,2.3
929,930,654ae722109a0d31,Joe Duffy,16,5,0,0,"5'10""",155,"73""",Orthodox,2/18/1988,2.68,34%,3.78,54%,0.96,66%,64%,66%,0.7
930,931,8e8e4487c621aa1c,Joe Ellenberger,15,2,0,0,"5'9""",155,"72""",Orthodox,3/28/1985,1.62,47%,3.45,48%,3.17,40%,0%,40%,1.1
931,932,946db8a378903cc3,Joe Giannetti,6,1,0,0,"6'0""",155,"74""",Southpaw,7/05/1995,1.93,38%,2.8,40%,1.0,16%,0%,16%,0.0
933,934,3bad7ef643840f67,Joe Lauzon,28,16,0,0,"5'10""",155,"71""",Orthodox,5/22/1984,2.84,39%,5.39,54%,2.39,45%,54%,45%,2.0
937,938,a36556bb1565e32d,Joe Proctor,11,5,0,0,"5'10""",155,"72""",Orthodox,8/10/1985,3.39,36%,3.93,59%,0.0,0%,70%,0%,1.8
938,939,d512d9f204059f57,Joe Riggs,44,17,0,1,"6'0""",185,"70""",Southpaw,9/23/1982,2.41,51%,1.69,57%,2.45,55%,62%,55%,0.6
940,941,af65aa688d13eedf,Joe Solecki,10,2,0,0,"5'9""",155,"70""",Orthodox,8/27/1993,3.62,74%,0.93,51%,3.31,62%,0%,62%,1.3
942,943,a4e85a58fbce64b2,Joe Soto,18,7,0,0,"5'6""",135,"65""",Orthodox,3/22/1987,3.36,41%,5.37,67%,0.85,21%,70%,21%,1.9
